Index,expanded,time,length
0,218,172.11599999999999,121.41251994749142
1,56516,45050.669,1094.3723926425994
2,1748,3197.644,452.0011061933367
3,8582,4165.612,366.62609835329874
4,5529,2980.6110000000003,414.9126971323277
5,1706,4299.1,528.5585598623151
6,13916,13434.648,485.6146433715604
7,358753,633582.1590000001,1412.3163162738924
8,67108,112047.41900000001,864.9193159037811
9,446,303.40299999999996,123.5677951571525
10,551,581.5780000000001,213.0164312911096
11,1284,770.869,237.35281826441096
12,2202,2512.571,353.1416146533852
13,39160,30642.772,583.7377543120332
14,136871,108647.58399999999,1085.6751572753942
15,3494,1700.0839999999998,232.3189684655228
16,50592,34306.757,1078.468550116596
17,1558,2083.634,330.82019285406386
18,140,108.784,104.12012293500234
19,23361,17039.621,658.7831092688101
20,21666,22782.472999999998,655.0566909247659
21,82255,51982.672999999995,517.8142500772154
22,134580,132850.076,849.2668265020188
23,35498,32577.336000000003,720.5187044687807
24,50364,56797.189000000006,655.6391689968739
25,191,160.801,97.01546268507924
26,1242,1208.723,317.1655719021218
27,109899,187833.347,1317.8458622781247
28,91148,71259.028,644.4515696277731
29,29490,23957.786,604.32115033424
30,248701,207673.988,1200.0318007059227
31,17996,15895.941,923.3722847190728
32,7703,16436.433,1081.0839419106828
33,62,27.744,31.78049716414141
34,39668,64244.14400000001,1393.831968749816
35,15313,22655.594,1368.8759040298933
36,23879,19037.072,1217.5172279719025
37,10468,9823.859,901.399508387362
38,5284,4042.1659999999997,608.4848812626615
39,130045,120531.663,758.8241634788902
40,10,18.391000000000002,10.816653826391969
41,5739,5574.072,553.458324341271
42,21978,17243.849000000002,478.8592380875817
43,79091,59368.693999999996,1193.0478023685143
44,15026,10799.205,626.6352340913652
45,391770,449366.202,1318.466212829048
46,342398,351403.57,1319.437178196346
47,57372,55206.526,680.2598661056322
48,71308,67348.01400000001,871.1679903344269
49,389359,472473.148,1178.8731008324391
50,287378,389014.131,1151.598808781657
51,24992,30424.162,884.6562392530667
52,14478,9480.098,1230.9816114191958
53,5403,8657.484,978.289631309138
54,1586,1473.818,341.5625857730908
55,4938,10680.412,757.5387778853304
56,8422,5404.725,334.24609130148144
57,2246,3092.822,423.70980635335786
58,55860,31210.736,674.7797710012128
59,7102,8394.831999999999,749.9922577923203
60,105,49.024,46.51881339845203
61,108837,112806.631,613.2434811528369
62,29441,26552.071,532.001723427994
63,172863,288895.367,1043.5137749021924
64,225644,227587.968,1078.628290100464
65,42262,52950.032,1278.022126958765
66,3121,5844.299999999999,634.6179953326252
67,46820,28371.533,1126.8007048273737
68,9083,4614.531999999999,267.16795577481827
69,89502,135982.06,1322.1675771000714
70,35214,48101.871,725.9957646578612
71,628,923.716,194.6509696867704
72,402484,481663.81799999997,969.4851426773596
73,21691,16139.853,843.6018388581685
74,63,37.852,42.190046219457976
75,4225,8035.558,608.8480927127882
76,7079,10143.914999999999,932.9142066125456
77,28405,33096.304000000004,913.6094257214536
78,93732,93781.516,1070.3479231421968
79,65,34.795,41.7612260356422
80,2088,742.777,132.93901056053377
81,198723,229926.972,1013.3791000666372
82,54333,33453.905,677.2305376297169
83,731,567.0079999999999,211.71949381290852
84,193963,265819.205,1403.482191394405
85,77841,97161.433,715.4038140987606
86,643,663.613,295.62892251525307
87,146,80.875,82.73451516749222
88,11141,5410.155,402.5539231265317
89,1275,3774.929,626.0806657292653
90,31374,31022.973,515.9707144886453
91,2069,1400.911,329.34032763029666
92,48727,30665.084,718.333484358094
93,51447,30814.831000000002,514.2862453031747
94,19909,16051.731,534.2420222506258
95,49918,85863.621,1257.1764139577197
96,6297,6035.228,596.4824922365655
97,16259,10202.106,439.87315957219647
98,337403,429171.051,1214.6051231313077
99,41164,48135.235,1364.2895415392013
100,73082,46352.409,688.491979201533
101,5125,2160.479,414.743295014474
102,353892,496934.104,1325.6261727956914
103,152,359.971,136.03308421115798
104,56954,39790.867,747.137444245558
105,34,150.291,33.015148038438355
106,143622,148687.139,1228.5918812373448
107,11458,14258.19,867.2288226716887
108,339,167.709,84.84324102664678
109,8455,6157.577,556.3917053936987
110,1618,1613.549,351.9786925369205
111,411533,428034.238,1045.9835023989665
112,316,218.258,112.0580206857144
113,22554,21359.213,1286.271793677156
114,102157,92092.59400000001,1036.8966714432354
115,126,67.67099999999999,66.91038783328041
116,337557,452538.882,1192.1972911926368
117,54,36.71,53.009433122794285
118,5916,4721.319,414.62170925651895
119,10160,6115.719999999999,313.9665776306557
120,370956,523561.97699999996,1344.760711323134
121,26,23.144000000000002,33.97057550292606
122,63782,38098.314,992.1225402790152
123,1793,844.253,238.45981119227764
124,9021,8638.966,385.8854395205723
125,422,623.462,207.935086024461
126,27652,48697.787,778.3422399321072
127,226412,328631.586,1058.2451464533574
128,2828,1199.223,181.91853562332727
129,60248,39003.142,909.104174045057
130,6466,2395.118,344.1171667692928
131,143032,115507.288,757.9120957712269
132,66213,62072.829,1124.752407927184
133,2777,1490.308,411.5205350474954
134,112645,226806.44799999997,1250.8068807427976
135,4348,8039.609,579.4661336092041
136,4673,6474.964,280.79779661839643
137,31034,51131.026,998.0884257493624
138,127599,185720.66799999998,969.0372393594098
139,56888,94522.092,1201.8043004599062
140,44672,32457.633,1144.955181287571
141,454,1280.717,188.95766721676048
142,186421,316805.883,1286.056062508243
143,67843,102898.771,1353.5238303276856
144,838,1708.702,265.6332057556058
145,8115,6021.950000000001,495.5952002398693
146,743,606.629,176.1311399959664
147,94612,79277.113,941.284367650964
148,84,37.867,37.19770831971383
149,10828,9004.298,499.69665997673405
150,23745,24919.633,947.3371915983328
151,18202,21669.037,1113.17197421915
152,4309,5945.499,594.9080401252868
153,61501,35166.783,640.0368835501201
154,268249,261007.39700000003,1159.6948300736044
155,1151,2198.756,321.8105032468642
156,235,934.6179999999999,122.06555615733704
157,86271,68061.96699999999,974.4219362791696
158,250772,262629.69700000004,1111.0300909902776
159,23735,58431.441,1327.809431039614
160,17330,13714.99,1019.7413381882772
161,1924,3142.537,386.746687122204
162,1274,1347.829,171.03058814416025
163,44031,30202.977,1124.623184513191
164,310357,321168.991,1236.2114002159776
165,21326,14500.947,491.318288514124
166,275592,407112.47500000003,1406.484325964702
167,6992,21606.977,1093.0377012000392
168,5255,21399.947999999997,971.3433996275468
169,105774,133490.324,1333.4044619406618
170,679,1870.497,190.3785702225962
171,248780,380147.512,1325.8867706882588
172,216485,193887.852,932.60509262339
173,74431,103999.91500000001,1286.700922290155
174,154,553.527,63.69458375717672
175,5674,5807.382,567.5817638909552
176,145983,124592.235,863.2238829136245
177,61059,53078.173,709.1301982899928
178,46993,65951.8,1069.637134227186
179,68667,50845.951,598.9582041466911
180,618,1247.481,111.77505820190284
181,33538,27911.58,827.9713884676673
182,128401,117177.047,1055.143353222914
183,33222,20469.49,547.9377092818977
184,17,17.177,21.2602916254693
185,348328,516559.488,1414.4647056275442
186,8935,7361.043,716.5552829743852
187,316506,417815.99,1369.0533718292763
188,3894,11927.002,801.4549269921547
189,280,300.952,181.13530854032848
190,7327,6263.201999999999,735.1715911134283
191,3137,6237.272,582.9348162530696
192,33416,24796.426,1053.0662032147386
193,105477,190704.52599999998,1355.0067958423442
194,78801,59004.31,760.5118252213364
195,29016,32928.263999999996,1179.639438711636
196,408,925.418,263.2299375071156
197,80110,53842.643000000004,709.025136998698
198,6839,2887.5009999999997,292.33455174878907
199,89624,93381.349,1216.808664520189
